"","experiment","fam_or_test","subject_num","block_num","test_type","fam_duration","LT","exclude","age","sex"
"545","B","test",34,4,"nov","3",25.5167999999523,FALSE,309,"M"
"546","B","fam",34,5,"nov","9",40.52,FALSE,309,"M"
"547","B","test",34,5,"nov","9",24.8041000000238,FALSE,309,"M"
"548","B","fam",34,6,"fam","9",42.48,FALSE,309,"M"
"549","B","test",34,6,"fam","9",9.38300000000001,FALSE,309,"M"
"550","B","fam",35,2,"fam","1",4.48,FALSE,329,"M"
"551","B","test",35,2,"fam","1",18.1169000000953,FALSE,329,"M"
"552","B","fam",35,4,"nov","1",3.48,FALSE,329,"M"
"553","B","test",35,4,"nov","1",20.856,FALSE,329,"M"
"554","B","fam",35,5,"nov","3",15,FALSE,329,"M"
"555","B","test",35,5,"nov","3",5.214,FALSE,329,"M"
"556","B","fam",35,6,"fam","3",2.012,FALSE,329,"M"
"557","B","test",35,6,"fam","3",2.532,FALSE,329,"M"
"558","B","fam",35,1,"nov","9",41.24,FALSE,329,"M"
"559","B","test",35,1,"nov","9",23.59,FALSE,329,"M"
"560","B","fam",35,3,"fam","9",9.272,FALSE,329,"M"
"561","B","test",35,3,"fam","9",6.192,FALSE,329,"M"
"562","C","fam",1,1,"fam","2",2.071,FALSE,293,"F"
"563","C","test",1,1,"fam","2",8.636,FALSE,293,"F"
"564","C","fam",1,2,"nov","2",7.789,FALSE,293,"F"
"565","C","test",1,2,"nov","2",21.395,FALSE,293,"F"
"566","C","fam",1,4,"fam","4",16.882,FALSE,293,"F"
"567","C","test",1,4,"fam","4",19.144,FALSE,293,"F"
"568","C","fam",1,6,"nov","4",15.446,FALSE,293,"F"
"569","C","test",1,6,"nov","4",15.497,FALSE,293,"F"
"570","C","fam",1,3,"nov","6",20.221,FALSE,293,"F"
"571","C","test",1,3,"nov","6",21.745,FALSE,293,"F"
"572","C","fam",1,5,"fam","6",29.999,FALSE,293,"F"
"573","C","test",1,5,"fam","6",10.468,FALSE,293,"F"
"574","C","fam",2,4,"fam","4",19.483,FALSE,224,"M"
"575","C","test",2,4,"fam","4",4.87,FALSE,224,"M"
"576","C","fam",2,6,"nov","4",2.968,FALSE,224,"M"
"577","C","fam",2,3,"nov","6",29.524,FALSE,224,"M"
"578","C","test",2,3,"nov","6",30.861,FALSE,224,"M"
"579","C","fam",2,5,"fam","6",11.617,FALSE,224,"M"
"580","C","test",2,5,"fam","6",7.518,FALSE,224,"M"
"581","C","fam",3,3,"fam","2",9.999,FALSE,269,"F"
"582","C","test",3,3,"fam","2",11.5,FALSE,269,"F"
"583","C","fam",3,4,"nov","4",19.002,FALSE,269,"F"
"584","C","test",3,4,"nov","4",16.662,FALSE,269,"F"
"585","C","fam",3,5,"nov","6",16.283,FALSE,269,"F"
"586","C","test",3,5,"nov","6",13.805,FALSE,269,"F"
"587","C","fam",3,6,"fam","6",10.825,FALSE,269,"F"
"588","C","test",3,6,"fam","6",5.511,FALSE,269,"F"
"589","C","fam",4,4,"fam","2",6.803,FALSE,275,"F"
"590","C","test",4,4,"fam","2",7.287,FALSE,275,"F"
"591","C","fam",4,6,"nov","2",9.999,FALSE,275,"F"
"592","C","test",4,6,"nov","2",10.185,FALSE,275,"F"
"593","C","fam",4,3,"nov","4",17.418,FALSE,275,"F"
"594","C","test",4,3,"nov","4",8.265,FALSE,275,"F"
"595","C","fam",4,5,"fam","4",9.82999999999998,FALSE,275,"F"
"596","C","test",4,5,"fam","4",19.173,FALSE,275,"F"
"597","C","fam",4,1,"fam","6",27.966,FALSE,275,"F"
"598","C","test",4,1,"fam","6",27.751,FALSE,275,"F"
"599","C","fam",4,2,"nov","6",25.594,FALSE,275,"F"
"600","C","test",4,2,"nov","6",16.788,FALSE,275,"F"
"601","C","test",5,3,"nov","2",19.831,FALSE,286,"F"
"602","C","fam",5,5,"fam","2",8.139,FALSE,286,"F"
"603","C","test",5,5,"fam","2",4.562,FALSE,286,"F"
"604","C","fam",5,1,"fam","4",19.682,FALSE,286,"F"
"605","C","test",5,1,"fam","4",26.472,FALSE,286,"F"
"606","C","fam",5,4,"fam","6",20.239,FALSE,286,"F"
"607","C","fam",5,6,"nov","6",15.475,FALSE,286,"F"
"608","C","test",5,6,"nov","6",5.548,FALSE,286,"F"
"609","C","fam",6,2,"fam","2",9.999,FALSE,293,"M"
"610","C","test",6,2,"fam","2",20.1,FALSE,293,"M"
"611","C","fam",6,4,"nov","2",9.68,FALSE,293,"M"
"612","C","test",6,4,"nov","2",17.448,FALSE,293,"M"
"613","C","fam",6,5,"nov","4",13.885,FALSE,293,"M"
"614","C","test",6,5,"nov","4",3.275,FALSE,293,"M"
"615","C","fam",6,6,"fam","4",5.993,FALSE,293,"M"
"616","C","test",6,6,"fam","4",5.475,FALSE,293,"M"
"617","C","fam",6,1,"nov","6",29.999,FALSE,293,"M"
"618","C","test",6,1,"nov","6",23.799,FALSE,293,"M"
"619","C","fam",6,3,"fam","6",29.999,FALSE,293,"M"
"620","C","test",6,3,"fam","6",4.222,FALSE,293,"M"
"621","C","fam",7,3,"nov","2",9.999,FALSE,297,"F"
"622","C","fam",7,1,"fam","4",16.562,FALSE,297,"F"
"623","C","test",7,1,"fam","4",9.128,FALSE,297,"F"
"624","C","fam",7,2,"nov","4",19.64,FALSE,297,"F"
"625","C","test",7,2,"nov","4",37.077,FALSE,297,"F"
"626","C","fam",7,4,"fam","6",29.121,FALSE,297,"F"
"627","C","test",7,4,"fam","6",14.046,FALSE,297,"F"
"628","C","fam",7,6,"nov","6",29.999,FALSE,297,"F"
"629","C","test",7,6,"nov","6",26.105,FALSE,297,"F"
"630","C","fam",8,5,"nov","2",8.808,FALSE,269,"M"
"631","C","test",8,5,"nov","2",6.58,FALSE,269,"M"
"632","C","fam",8,6,"fam","2",2.104,FALSE,269,"M"
"633","C","test",8,6,"fam","2",2.187,FALSE,269,"M"
"634","C","fam",8,1,"nov","4",19.999,FALSE,269,"M"
"635","C","test",8,1,"nov","4",14.805,FALSE,269,"M"
"636","C","fam",8,3,"fam","4",10.772,FALSE,269,"M"
"637","C","fam",8,2,"fam","6",12.694,FALSE,269,"M"
"638","C","test",8,2,"fam","6",5.133,FALSE,269,"M"
"639","C","fam",8,4,"nov","6",15.267,FALSE,269,"M"
"640","C","test",8,4,"nov","6",4.162,FALSE,269,"M"
"641","C","fam",9,4,"fam","2",9.999,FALSE,301,"F"
"642","C","test",9,4,"fam","2",10.537,FALSE,301,"F"
"643","C","fam",9,6,"nov","2",9.999,FALSE,301,"F"
"644","C","test",9,6,"nov","2",6.691,FALSE,301,"F"
"645","C","fam",9,3,"nov","4",19.999,FALSE,301,"F"
"646","C","test",9,3,"nov","4",9.331,FALSE,301,"F"
"647","C","fam",9,5,"fam","4",17.891,FALSE,301,"F"
"648","C","test",9,5,"fam","4",5.239,FALSE,301,"F"
"649","C","fam",9,1,"fam","6",13.671,FALSE,301,"F"
"650","C","test",9,1,"fam","6",17.257,FALSE,301,"F"
"651","C","fam",9,2,"nov","6",25.336,FALSE,301,"F"
"652","C","test",9,2,"nov","6",19.038,FALSE,301,"F"
"653","C","test",10,2,"fam","2",10.184,FALSE,245,"F"
"654","C","fam",10,5,"nov","4",14.59,FALSE,245,"F"
"655","C","test",10,5,"nov","4",14.674,FALSE,245,"F"
"656","C","fam",10,6,"fam","4",13.568,FALSE,245,"F"
"657","C","test",10,6,"fam","4",19.091,FALSE,245,"F"
"658","C","fam",10,1,"nov","6",4.441,FALSE,245,"F"
"659","C","test",10,1,"nov","6",8.739,FALSE,245,"F"
"660","C","fam",10,3,"fam","6",28.417,FALSE,245,"F"
"661","C","test",10,3,"fam","6",10.176,FALSE,245,"F"
"662","C","fam",11,1,"nov","2",9.999,FALSE,323,"M"
"663","C","test",11,1,"nov","2",22.955,FALSE,323,"M"
"664","C","fam",11,3,"fam","2",9.841,FALSE,323,"M"
"665","C","test",11,3,"fam","2",7.612,FALSE,323,"M"
"666","C","fam",11,2,"fam","4",19.92,FALSE,323,"M"
"667","C","test",11,2,"fam","4",22.54,FALSE,323,"M"
"668","C","fam",11,4,"nov","4",19.164,FALSE,323,"M"
"669","C","test",11,4,"nov","4",44.424,FALSE,323,"M"
"670","C","fam",11,5,"nov","6",29.483,FALSE,323,"M"
"671","C","test",11,5,"nov","6",16.412,FALSE,323,"M"
"672","C","fam",11,6,"fam","6",17.718,FALSE,323,"M"
"673","C","test",11,6,"fam","6",3.808,FALSE,323,"M"
"674","C","fam",12,2,"nov","2",9.999,FALSE,245,"F"
"675","C","test",12,2,"nov","2",35.765,FALSE,245,"F"
"676","C","fam",12,4,"fam","4",18.251,FALSE,245,"F"
"677","C","test",12,4,"fam","4",7.609,FALSE,245,"F"
"678","C","fam",12,6,"nov","4",16.211,FALSE,245,"F"
"679","C","test",12,6,"nov","4",6.058,FALSE,245,"F"
"680","C","fam",12,3,"nov","6",28.481,FALSE,245,"F"
"681","C","test",12,3,"nov","6",20.943,FALSE,245,"F"
"682","C","fam",12,5,"fam","6",26.052,FALSE,245,"F"
"683","C","test",12,5,"fam","6",28.739,FALSE,245,"F"
"684","C","fam",13,5,"nov","2",3.181,FALSE,291,"M"
"685","C","test",13,6,"fam","2",2.173,FALSE,291,"M"
"686","C","fam",13,1,"nov","4",8.12699999999999,FALSE,291,"M"
"687","C","test",13,1,"nov","4",7.472,FALSE,291,"M"
"688","C","fam",13,3,"fam","4",2.606,FALSE,291,"M"
"689","C","test",13,3,"fam","4",13.39,FALSE,291,"M"
"690","C","fam",13,2,"fam","6",13.886,FALSE,291,"M"
"691","C","test",13,2,"fam","6",20.354,FALSE,291,"M"
"692","C","test",13,4,"nov","6",2.46,FALSE,291,"M"
"693","C","fam",14,4,"fam","2",5.848,FALSE,226,"F"
"694","C","test",14,4,"fam","2",5.604,FALSE,226,"F"
"695","C","fam",14,6,"nov","2",4.352,FALSE,226,"F"
"696","C","test",14,6,"nov","2",4.357,FALSE,226,"F"
"697","C","fam",14,3,"nov","4",16.669,FALSE,226,"F"
"698","C","fam",14,5,"fam","4",13.712,FALSE,226,"F"
"699","C","test",14,5,"fam","4",2.084,FALSE,226,"F"
"700","C","fam",14,1,"fam","6",27.634,FALSE,226,"F"
"701","C","test",14,1,"fam","6",20.084,FALSE,226,"F"
"702","C","fam",14,2,"nov","6",13.483,FALSE,226,"F"
"703","C","test",14,2,"nov","6",18.775,FALSE,226,"F"
"704","C","fam",15,2,"fam","2",5.88,FALSE,309,"F"
"705","C","test",15,2,"fam","2",4.003,FALSE,309,"F"
"706","C","fam",15,4,"nov","2",9.602,FALSE,309,"F"
"707","C","fam",15,3,"fam","6",6.324,FALSE,309,"F"
"708","C","test",15,3,"fam","6",2.797,FALSE,309,"F"
"709","C","fam",16,3,"nov","2",7.723,FALSE,233,"M"
"710","C","test",16,3,"nov","2",4.851,FALSE,233,"M"
"711","C","fam",16,5,"fam","2",8.282,FALSE,233,"M"
"712","C","test",16,5,"fam","2",10.484,FALSE,233,"M"
"713","C","fam",16,1,"fam","4",17.77,FALSE,233,"M"
"714","C","test",16,1,"fam","4",15.563,FALSE,233,"M"
"715","C","fam",16,2,"nov","4",14.552,FALSE,233,"M"
"716","C","test",16,2,"nov","4",7.923,FALSE,233,"M"
"717","C","fam",16,4,"fam","6",5.44499999999999,FALSE,233,"M"
"718","C","test",16,4,"fam","6",6.126,FALSE,233,"M"
"719","C","fam",16,6,"nov","6",6.331,FALSE,233,"M"
"720","C","test",16,6,"nov","6",10.152,FALSE,233,"M"
"721","C","fam",17,3,"fam","2",9.999,FALSE,313,"F"
"722","C","test",17,3,"fam","2",14.036,FALSE,313,"F"
"723","C","fam",17,2,"fam","4",19.999,FALSE,313,"F"
"724","C","test",17,2,"fam","4",14.449,FALSE,313,"F"
"725","C","fam",17,4,"nov","4",12.796,FALSE,313,"F"
"726","C","test",17,4,"nov","4",19.636,FALSE,313,"F"
"727","C","fam",17,5,"nov","6",28.04,FALSE,313,"F"
"728","C","test",17,5,"nov","6",5.209,FALSE,313,"F"
"729","C","fam",17,6,"fam","6",20.672,FALSE,313,"F"
"730","C","test",17,6,"fam","6",47.523,FALSE,313,"F"
"731","C","fam",18,2,"fam","2",9.999,FALSE,257,"M"
"732","C","test",18,2,"fam","2",41.729,FALSE,257,"M"
"733","C","fam",18,4,"nov","2",9.999,FALSE,257,"M"
"734","C","test",18,4,"nov","2",25.596,FALSE,257,"M"
"735","C","fam",18,5,"nov","4",17.921,FALSE,257,"M"
"736","C","test",18,5,"nov","4",7.152,FALSE,257,"M"
"737","C","fam",18,6,"fam","4",17.902,FALSE,257,"M"
"738","C","fam",18,3,"fam","6",29.56,FALSE,257,"M"
"739","C","test",18,3,"fam","6",22.76,FALSE,257,"M"
"740","C","fam",19,3,"nov","2",7.21,FALSE,258,"F"
"741","C","fam",19,5,"fam","2",4.031,FALSE,258,"F"
"742","C","test",19,5,"fam","2",7.123,FALSE,258,"F"
"743","C","fam",19,4,"fam","6",5.60799999999999,FALSE,258,"F"
"744","C","test",19,4,"fam","6",4.415,FALSE,258,"F"
"745","C","test",19,6,"nov","6",9.716,FALSE,258,"F"
"746","C","fam",20,1,"fam","2",9.999,FALSE,253,"F"
"747","C","test",20,1,"fam","2",14.277,FALSE,253,"F"
"748","C","fam",20,2,"nov","2",9.72,FALSE,253,"F"
"749","C","test",20,2,"nov","2",8.662,FALSE,253,"F"
"750","C","fam",20,4,"fam","4",19.603,FALSE,253,"F"
"751","C","test",20,4,"fam","4",15.024,FALSE,253,"F"
"752","C","fam",20,6,"nov","4",19.999,FALSE,253,"F"
"753","C","test",20,6,"nov","4",6.709,FALSE,253,"F"
"754","C","fam",20,3,"nov","6",28.922,FALSE,253,"F"
"755","C","test",20,3,"nov","6",18.96,FALSE,253,"F"
"756","C","fam",20,5,"fam","6",29.603,FALSE,253,"F"
"757","C","test",20,5,"fam","6",34.541,FALSE,253,"F"
"758","C","fam",21,5,"nov","2",9.005,FALSE,239,"M"
"759","C","test",21,5,"nov","2",6.706,FALSE,239,"M"
"760","C","fam",21,6,"fam","2",9.123,FALSE,239,"M"
"761","C","test",21,6,"fam","2",16.083,FALSE,239,"M"
"762","C","fam",21,1,"nov","4",16.489,FALSE,239,"M"
"763","C","test",21,1,"nov","4",9.29799999999999,FALSE,239,"M"
"764","C","fam",21,3,"fam","4",19.48,FALSE,239,"M"
"765","C","test",21,3,"fam","4",18.67,FALSE,239,"M"
"766","C","fam",21,2,"fam","6",20.901,FALSE,239,"M"
"767","C","test",21,2,"fam","6",14.973,FALSE,239,"M"
"768","C","fam",21,4,"nov","6",21.135,FALSE,239,"M"
"769","C","test",21,4,"nov","6",5.308,FALSE,239,"M"
"770","C","fam",22,1,"fam","2",8.449,FALSE,308,"M"
"771","C","test",22,1,"fam","2",14.678,FALSE,308,"M"
"772","C","fam",22,2,"nov","2",7.358,FALSE,308,"M"
"773","C","test",22,2,"nov","2",2.008,FALSE,308,"M"
"774","C","fam",22,4,"fam","4",3.05299999999999,FALSE,308,"M"
"775","C","test",22,4,"fam","4",2.193,FALSE,308,"M"
"776","C","fam",22,6,"nov","4",3.555,FALSE,308,"M"
"777","C","test",22,6,"nov","4",4.82,FALSE,308,"M"
"778","C","fam",22,3,"nov","6",10.201,FALSE,308,"M"
"779","C","fam",22,5,"fam","6",6.847,FALSE,308,"M"
"780","C","fam",23,5,"nov","2",9.999,FALSE,294,"F"
"781","C","test",23,5,"nov","2",32.521,FALSE,294,"F"
"782","C","fam",23,6,"fam","2",8.644,FALSE,294,"F"
"783","C","test",23,6,"fam","2",48.588,FALSE,294,"F"
"784","C","fam",23,1,"nov","4",19.52,FALSE,294,"F"
"785","C","test",23,1,"nov","4",18.985,FALSE,294,"F"
"786","C","fam",23,3,"fam","4",19.999,FALSE,294,"F"
"787","C","test",23,3,"fam","4",13.897,FALSE,294,"F"
"788","C","fam",23,2,"fam","6",29.88,FALSE,294,"F"
"789","C","test",23,2,"fam","6",33.315,FALSE,294,"F"
"790","C","fam",23,4,"nov","6",25.974,FALSE,294,"F"
"791","C","test",23,4,"nov","6",50.219,FALSE,294,"F"
"792","C","fam",24,4,"fam","2",9.999,FALSE,261,"M"
"793","C","test",24,4,"fam","2",13.901,FALSE,261,"M"
"794","C","fam",24,6,"nov","2",8.604,FALSE,261,"M"
"795","C","test",24,6,"nov","2",20.643,FALSE,261,"M"
"796","C","fam",24,3,"nov","4",8.72,FALSE,261,"M"
"797","C","test",24,3,"nov","4",2.317,FALSE,261,"M"
"798","C","fam",24,5,"fam","4",19.999,FALSE,261,"M"
"799","C","test",24,5,"fam","4",18.588,FALSE,261,"M"
"800","C","fam",24,1,"fam","6",29.999,FALSE,261,"M"
"801","C","test",24,1,"fam","6",35.209,FALSE,261,"M"
"802","C","fam",24,2,"nov","6",29.999,FALSE,261,"M"
"803","C","test",24,2,"nov","6",8.749,FALSE,261,"M"
"804","C","test",27,1,"nov","2",2.71,FALSE,303,"M"
"805","C","fam",27,3,"fam","2",9.999,FALSE,303,"M"
"806","C","test",27,3,"fam","2",8.534,FALSE,303,"M"
"807","C","fam",27,2,"fam","4",19.999,FALSE,303,"M"
"808","C","test",27,2,"fam","4",20.018,FALSE,303,"M"
"809","C","fam",28,2,"fam","2",9.999,FALSE,302,"M"
"810","C","test",28,2,"fam","2",6.383,FALSE,302,"M"
"811","C","fam",28,4,"nov","2",9.999,FALSE,302,"M"
"812","C","test",28,4,"nov","2",8.752,FALSE,302,"M"
"813","C","fam",28,5,"nov","4",18.483,FALSE,302,"M"
"814","C","test",28,5,"nov","4",9.88,FALSE,302,"M"
"815","C","fam",28,6,"fam","4",10.464,FALSE,302,"M"
"816","C","test",28,6,"fam","4",3.101,FALSE,302,"M"
"817","C","fam",28,1,"nov","6",27.793,FALSE,302,"M"
"818","C","test",28,1,"nov","6",22.897,FALSE,302,"M"
"819","C","fam",28,3,"fam","6",22.394,FALSE,302,"M"
"820","C","test",28,3,"fam","6",4.81,FALSE,302,"M"
"821","C","fam",29,4,"fam","4",19.999,FALSE,297,"F"
"822","C","test",29,4,"fam","4",22.579,FALSE,297,"F"
"823","C","fam",29,3,"nov","6",29.92,FALSE,297,"F"
"824","C","test",29,3,"nov","6",24.025,FALSE,297,"F"
"825","C","fam",29,5,"fam","6",28.881,FALSE,297,"F"
"826","C","test",29,5,"fam","6",7.246,FALSE,297,"F"
"827","C","fam",30,1,"nov","2",9.999,FALSE,231,"M"
"828","C","test",30,1,"nov","2",29.645,FALSE,231,"M"
"829","C","fam",30,3,"fam","2",8.56,FALSE,231,"M"
"830","C","test",30,3,"fam","2",23.298,FALSE,231,"M"
"831","C","fam",30,2,"fam","4",18.845,FALSE,231,"M"
"832","C","test",30,2,"fam","4",15.359,FALSE,231,"M"
"833","C","fam",30,4,"nov","4",17.303,FALSE,231,"M"
"834","C","test",30,4,"nov","4",6.114,FALSE,231,"M"
"835","C","fam",30,5,"nov","6",26.005,FALSE,231,"M"
"836","C","test",30,5,"nov","6",3.072,FALSE,231,"M"
"837","C","fam",30,6,"fam","6",25.803,FALSE,231,"M"
"838","C","test",30,6,"fam","6",7.381,FALSE,231,"M"
"839","C","fam",31,3,"nov","2",6.577,FALSE,252,"M"
"840","C","test",31,3,"nov","2",10.754,FALSE,252,"M"
"841","C","fam",31,5,"fam","2",9.999,FALSE,252,"M"
"842","C","test",31,5,"fam","2",12.023,FALSE,252,"M"
"843","C","fam",31,1,"fam","4",15.846,FALSE,252,"M"
"844","C","test",31,1,"fam","4",9.319,FALSE,252,"M"
"845","C","fam",31,4,"fam","6",24.978,FALSE,252,"M"
"846","C","test",31,4,"fam","6",6.336,FALSE,252,"M"
"847","C","fam",31,6,"nov","6",24.049,FALSE,252,"M"
"848","C","test",31,6,"nov","6",7.827,FALSE,252,"M"
"849","C","test",32,5,"nov","2",9.811,FALSE,275,"M"
"850","C","fam",32,6,"fam","2",9.241,FALSE,275,"M"
"851","C","test",32,6,"fam","2",4.62,FALSE,275,"M"
"852","C","fam",32,3,"fam","4",18.841,FALSE,275,"M"
"853","C","test",32,3,"fam","4",5.681,FALSE,275,"M"
"854","C","fam",32,2,"fam","6",26.644,FALSE,275,"M"
"855","C","test",32,2,"fam","6",9.985,FALSE,275,"M"
"856","C","fam",32,4,"nov","6",14.998,FALSE,275,"M"
"857","C","test",32,4,"nov","6",8.436,FALSE,275,"M"
"858","C","fam",33,4,"fam","2",9.202,FALSE,270,"F"
"859","C","test",33,4,"fam","2",22.645,FALSE,270,"F"
"860","C","fam",33,6,"nov","2",9.999,FALSE,270,"F"
"861","C","test",33,6,"nov","2",13.996,FALSE,270,"F"
"862","C","fam",33,3,"nov","4",19.999,FALSE,270,"F"
"863","C","test",33,3,"nov","4",14.5,FALSE,270,"F"
"864","C","fam",33,5,"fam","4",19.761,FALSE,270,"F"
"865","C","test",33,5,"fam","4",13.94,FALSE,270,"F"
"866","C","fam",33,2,"nov","6",29.999,FALSE,270,"F"
"867","C","test",33,2,"nov","6",27.816,FALSE,270,"F"
